specie,variable,variation,converge,iterations,gradient,init_value,final_value,init_point,final_point
R-vdW (F--H2O),R HO,25,True,7,9.3e-07,60.09230291884508,-3.371214289680667,"[0.7230749999999999, 0.9641, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R HO,20,True,6,1.5e-06,32.18362267738302,-3.371214289548204,"[0.77128, 0.9641, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R HO,15,True,5,5.8e-06,14.232938748604406,-3.371214288077741,"[0.8194849999999999, 0.9641, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R HO,10,True,6,4.3e-06,3.5564037198051284,-3.371214289650784,"[0.86769, 0.9641, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R HO,5,True,6,1.3e-06,-1.8279675614756186,-3.371214289701355,"[0.9158949999999999, 0.9641, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),φ HOH'F,25,True,9,1.2e-06,-2.889236732012711,-3.371214289500264,"[0.9641, 0.9641, 2.2981, 104.3416, 67.1171, -109.42525]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R HO,5,True,5,3.0e-06,-2.139403672557791,-3.371214289740561,"[1.012305, 0.9641, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R HO,10,True,5,3.4e-06,1.0780390582802857,-3.371214289711089,"[1.0605099999999998, 0.9641, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R HO,15,True,6,4.2e-06,5.6916869623938355,-3.3712142897316033,"[1.108715, 0.9641, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R HO,20,True,8,6.2e-06,11.258202802124822,-3.371214284039322,"[1.15692, 0.9641, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R HO,25,False,1,0.0e+00,17.442208633788304,115.302739153,"[1.205125, 0.9641, 2.2981, 104.3416, 67.1171, -87.5402]","[0.3089429789260455, 0.95573473053462, 2.2543925724383653, 114.25165496684954, 71.6287529976807, -78.90631841477983]"
R-vdW (F--H2O),R OH',25,True,7,1.9e-06,60.076400931973076,-3.371214289568245,"[0.9641, 0.7230749999999999, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R OH',20,True,7,9.6e-07,32.17337640434012,-3.3712142897474617,"[0.9641, 0.77128, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R OH',15,True,8,3.3e-06,14.229108183240603,-3.3712142894173875,"[0.9641, 0.8194849999999999, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R OH',10,True,5,3.6e-06,3.5559816998124165,-3.3712142887503966,"[0.9641, 0.86769, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R OH',5,True,8,3.9e-06,-1.8277066478773527,-3.3712142871808997,"[0.9641, 0.9158949999999999, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R OH',0,True,2,2.9e-08,-3.3712080743655792,-3.371214289809399,"[0.9641, 0.9641, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R OH',5,True,6,4.1e-06,-2.138385488689446,-3.3712142867550177,"[0.9641, 1.012305, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R OH',10,True,7,5.7e-06,1.0836168323595832,-3.3712142890218724,"[0.9641, 1.0605099999999998, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R OH',15,True,7,9.1e-06,5.707497888468085,-3.3712142797593208,"[0.9641, 1.108715, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R OH',20,False,50,4.7e-04,11.291802440504037,-0.002087739660521149,"[0.9641, 1.15692, 2.2981, 104.3416, 67.1171, -87.5402]","[0.9609572808802396, 0.9609572650945825, 12.71330505720333, 104.14851398345937, -196.29520266839137, 19.144192931253528]"
R-vdW (F--H2O),R OH',25,False,1,0.0e+00,17.502651801589607,115.302739153,"[0.9641, 1.205125, 2.2981, 104.3416, 67.1171, -87.5402]","[0.9554093782754444, 0.31280585593017685, 1.9094253620342894, 114.5031818578444, 89.46465359461872, -81.33932180184881]"
R-vdW (F--H2O),R H'F,25,True,8,9.5e-06,19.75735679165474,-3.371214282802438,"[0.9641, 0.9641, 1.7235749999999999, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R H'F,20,True,8,5.9e-06,7.326012597304729,-3.3712142894657453,"[0.9641, 0.9641, 1.83848, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R H'F,15,True,8,7.0e-06,0.87425659200155,-3.3712142850950793,"[0.9641, 0.9641, 1.9533849999999997, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R H'F,10,True,9,1.5e-06,-2.0401057341918496,-3.371214289363532,"[0.9641, 0.9641, 2.0682899999999997, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R H'F,5,True,8,4.1e-06,-3.13183999980168,-3.371214288240922,"[0.9641, 0.9641, 2.183195, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R H'F,0,True,2,2.9e-08,-3.3712080743655792,-3.371214289809399,"[0.9641, 0.9641, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R H'F,5,True,5,4.2e-06,-3.238405008435531,-3.3712142895767654,"[0.9641, 0.9641, 2.4130049999999996, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),R H'F,10,False,1,0.0e+00,-2.962070936740015,115.302739153,"[0.9641, 0.9641, 2.52791, 104.3416, 67.1171, -87.5402]","[0.9677279253782971, 0.9672694386980283, 1.4526086958635687, 104.54792849842129, 68.1750848554637, -83.48556606866106]"
R-vdW (F--H2O),R H'F,15,False,50,4.5e-04,-2.6462279991473436,-0.002195948258453642,"[0.9641, 0.9641, 2.6428149999999997, 104.3416, 67.1171, -87.5402]","[0.9609574774486354, 0.9609568488845766, 11.816973703818507, 104.14925652421115, 84.8604797999519, -69.85995845061197]"
R-vdW (F--H2O),R H'F,20,False,50,5.9e-05,-2.3322321769047303,-0.002080185827156062,"[0.9641, 0.9641, 2.75772, 104.3416, 67.1171, -87.5402]","[0.9609575749513191, 0.9609576042415213, -14.188397837605237, 104.14798612503392, 83.83900673115927, -57.08961587092091]"
R-vdW (F--H2O),R H'F,25,False,50,3.5e-05,-2.034762949413772,-0.0020967247848313808,"[0.9641, 0.9641, 2.8726249999999998, 104.3416, 67.1171, -87.5402]","[0.9609580753391938, 0.9609581203490755, 13.590338546149761, 104.1470816101079, 71.73825466416977, -64.70850968758624]"
R-vdW (F--H2O),θ HOH',25,True,7,1.7e-06,8.625059137013787,-3.371214289742438,"[0.9641, 0.9641, 2.2981, 78.2562, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),θ HOH',20,True,5,2.4e-06,4.079659312921648,-3.3712142896926798,"[0.9641, 0.9641, 2.2981, 83.47328, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),θ HOH',15,True,5,5.5e-06,0.6997511567350575,-3.3712142892637953,"[0.9641, 0.9641, 2.2981, 88.69036, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),θ HOH',10,True,5,8.5e-06,-1.6120838918381195,-3.371214286887725,"[0.9641, 0.9641, 2.2981, 93.90744, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),θ HOH',5,True,3,8.8e-06,-2.9433289856821925,-3.3712142881199747,"[0.9641, 0.9641, 2.2981, 99.12452, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),θ HOH',0,True,2,2.9e-08,-3.3712080743655792,-3.371214289809399,"[0.9641, 0.9641, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),θ HOH',5,True,5,8.5e-06,-2.968803373097548,-3.371214287731343,"[0.9641, 0.9641, 2.2981, 109.55868, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),θ HOH',10,True,5,4.6e-06,-1.812698837936551,-3.371214289403187,"[0.9641, 0.9641, 2.2981, 114.77576, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),θ HOH',15,True,6,6.2e-06,0.011341678648767528,-3.37121428873801,"[0.9641, 0.9641, 2.2981, 119.99284, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),θ HOH',20,True,9,4.3e-06,2.4056955986641557,-3.3712142887781136,"[0.9641, 0.9641, 2.2981, 125.20992, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),θ HOH',25,True,18,2.2e-06,5.260342397493301,-0.0020718540651476075,"[0.9641, 0.9641, 2.2981, 130.427, 67.1171, -87.5402]","[0.96, 0.96, -10.0, 104.0, -740.0, -160.0]"
R-vdW (F--H2O),θ OH'F,25,True,7,4.3e-06,0.4992277149130467,-3.371214289401316,"[0.9641, 0.9641, 2.2981, 104.3416, 50.337824999999995, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),θ OH'F,20,True,8,7.5e-06,-1.253403976146982,-3.3712142834725065,"[0.9641, 0.9641, 2.2981, 104.3416, 53.69367999999999, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),θ OH'F,15,True,9,4.5e-06,-2.353811870034423,-3.3712142877487015,"[0.9641, 0.9641, 2.2981, 104.3416, 57.04953499999999, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),θ OH'F,10,True,9,4.4e-06,-2.9848238584397224,-3.3712142882475784,"[0.9641, 0.9641, 2.2981, 104.3416, 60.40539, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),θ OH'F,5,True,6,6.6e-06,-3.288506625690801,-3.3712142864069725,"[0.9641, 0.9641, 2.2981, 104.3416, 63.761244999999995, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),θ OH'F,0,True,2,2.9e-08,-3.3712080743655792,-3.371214289809399,"[0.9641, 0.9641, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),θ OH'F,5,True,5,1.6e-06,-3.3104590583016775,-3.371214289760198,"[0.9641, 0.9641, 2.2981, 104.3416, 70.472955, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),θ OH'F,10,True,7,5.0e-06,-3.16160910649409,-3.3712142872725233,"[0.9641, 0.9641, 2.2981, 104.3416, 73.82880999999999, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),θ OH'F,15,True,23,3.8e-06,-2.9633955047684455,-3.371214288216054,"[0.9641, 0.9641, 2.2981, 104.3416, 77.184665, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, 80.0]"
R-vdW (F--H2O),θ OH'F,20,False,1,0.0e+00,-2.7423611751713284,115.302739153,"[0.9641, 0.9641, 2.2981, 104.3416, 80.54051999999999, -87.5402]","[0.9810623467947792, 0.9846867905210969, 0.7580147861457847, 101.9236239066057, -22.701904920578357, -38.021820345330966]"
R-vdW (F--H2O),θ OH'F,25,False,6,0.0e+00,-2.5162533387223047,115.302739153,"[0.9641, 0.9641, 2.2981, 104.3416, 83.89637499999999, -87.5402]","[0.9607071462710822, 0.9610946626031344, -0.053308590761587116, 104.56180535427887, 186.92598806275444, -118.9686385813807]"
R-vdW (F--H2O),φ HOH'F,25,True,10,9.7e-06,-2.702544840992803,-3.3712142840139143,"[0.9641, 0.9641, 2.2981, 104.3416, 67.1171, -65.65514999999999]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),φ HOH'F,20,True,5,6.3e-06,-2.9618928727530047,-3.3712142883355862,"[0.9641, 0.9641, 2.2981, 104.3416, 67.1171, -70.03216]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),φ HOH'F,15,True,7,2.1e-06,-3.150512945360352,-3.3712142897398096,"[0.9641, 0.9641, 2.2981, 104.3416, 67.1171, -74.40917]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),φ HOH'F,10,True,6,7.7e-06,-3.277019906656606,-3.371214283232317,"[0.9641, 0.9641, 2.2981, 104.3416, 67.1171, -78.78618]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),φ HOH'F,5,True,5,8.7e-06,-3.348557826835775,-3.371214281678768,"[0.9641, 0.9641, 2.2981, 104.3416, 67.1171, -83.16319]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),φ HOH'F,0,True,2,2.9e-08,-3.3712080743655792,-3.371214289809399,"[0.9641, 0.9641, 2.2981, 104.3416, 67.1171, -87.5402]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),φ HOH'F,5,True,8,6.0e-06,-3.350158934807005,-3.3712142876234443,"[0.9641, 0.9641, 2.2981, 104.3416, 67.1171, -91.91721]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),φ HOH'F,10,True,7,4.3e-06,-3.289304896314857,-3.371214289615038,"[0.9641, 0.9641, 2.2981, 104.3416, 67.1171, -96.29422]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),φ HOH'F,15,True,11,7.5e-06,-3.1911011006524257,-3.3712142896483774,"[0.9641, 0.9641, 2.2981, 104.3416, 67.1171, -100.67123]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),φ HOH'F,20,True,7,4.1e-06,-3.0571549643651377,-3.371214287170152,"[0.9641, 0.9641, 2.2981, 104.3416, 67.1171, -105.04823999999999]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
R-vdW (F--H2O),φ HOH'F,25,True,9,1.2e-06,-2.889236732012711,-3.371214289500264,"[0.9641, 0.9641, 2.2981, 104.3416, 67.1171, -109.42525]","[0.96, 0.96, 0.0, 104.0, 60.0, -80.0]"
TS,R HO,25,True,7,1.8e-06,64.38627482913243,1.4990784264287569,"[0.726975, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.96, 1.0, 1.0, 100.0, 110.0, 60.0]"
TS,R HO,20,True,5,5.2e-06,36.6295748184637,1.499078427472768,"[0.77544, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.96, 1.0, 1.0, 100.0, 110.0, 60.0]"
TS,R HO,15,True,5,1.1e-06,18.832241829159063,1.499078426263533,"[0.823905, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.96, 1.0, 1.0, 100.0, 110.0, 60.0]"
TS,R HO,10,True,4,6.5e-06,8.297796687755369,1.499078428811368,"[0.8723700000000001, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.96, 1.0, 1.0, 100.0, 110.0, 60.0]"
TS,R HO,5,True,4,2.7e-06,3.0099679943140716,1.499078426273168,"[0.9208350000000001, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.96, 1.0, 1.0, 100.0, 110.0, 60.0]"
TS,φ HOH'F,25,True,5,1.3e-06,2.0243878600262444,1.499078426251162,"[0.9693, 1.025, 1.3536, 103.2989, 118.2898, 85.461375]","[0.96, 1.0, 1.0, 100.0, 110.0, 60.0]"
TS,R HO,5,True,4,1.6e-06,2.6998143054640527,1.499078426285848,"[1.017765, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.96, 1.0, 1.0, 100.0, 110.0, 60.0]"
TS,R HO,10,True,5,3.7e-07,5.837252779623745,1.4990784262258907,"[1.06623, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.96, 1.0, 1.0, 100.0, 110.0, 60.0]"
TS,R HO,15,True,6,3.2e-06,10.343955242140137,1.4990784263335726,"[1.114695, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.96, 1.0, 1.0, 100.0, 110.0, 60.0]"
TS,R HO,20,True,7,6.3e-07,15.801291747227008,1.4990784262321566,"[1.16316, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.96, 1.0, 1.0, 100.0, 110.0, 60.0]"
TS,R HO,25,False,1,0.0e+00,21.898192520892728,115.302739153,"[1.2116250000000002, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.4329427321246987, 1.0251800395781197, 1.332461651367108, 110.19614335403875, 118.29572103961273, 61.40030330914637]"
TS,R OH',25,True,9,5.0e-06,49.821335289127326,-3.371214289385434,"[0.9693, 0.7687499999999999, 1.3536, 103.2989, 118.2898, 68.3691]","[0.96, 0.9, 2.0, 100.0, 60.0, 80.0]"
TS,R OH',20,True,7,8.1e-06,27.974514153396292,-3.3712142879383107,"[0.9693, 0.82, 1.3536, 103.2989, 118.2898, 68.3691]","[0.96, 0.9, 2.0, 100.0, 60.0, 80.0]"
TS,R OH',15,True,7,9.0e-06,14.296609700064517,-3.37121428616728,"[0.9693, 0.8712499999999999, 1.3536, 103.2989, 118.2898, 68.3691]","[0.96, 0.9, 2.0, 100.0, 60.0, 80.0]"
TS,R OH',10,False,50,9.9e-04,6.4062028354104905,-0.003208876182556154,"[0.9693, 0.9224999999999999, 1.3536, 103.2989, 118.2898, 68.3691]","[0.9609845748824732, 0.9609851092857279, 10.528157000332577, 104.09869230460335, -13.825754083074179, -49.42036413200201]"
TS,R OH',5,True,6,1.9e-06,2.5620110786848334,1.499078426310295,"[0.9693, 0.9737499999999999, 1.3536, 103.2989, 118.2898, 68.3691]","[0.96, 1.0, 1.0, 100.0, 110.0, 60.0]"
TS,R OH',0,True,2,6.1e-08,1.49908649100185,1.4990784262221342,"[0.9693, 1.025, 1.3536, 103.2989, 118.2898, 68.3691]","[0.96, 1.0, 1.0, 100.0, 110.0, 60.0]"
TS,R OH',5,True,4,9.2e-06,2.288899143850554,1.4990784281740692,"[0.9693, 1.07625, 1.3536, 103.2989, 118.2898, 68.3691]","[0.96, 1.0, 1.0, 100.0, 110.0, 60.0]"
TS,R OH',10,True,6,5.0e-07,4.2235785096313725,1.4990784262386068,"[0.9693, 1.1275, 1.3536, 103.2989, 118.2898, 68.3691]","[0.96, 1.0, 1.0, 100.0, 110.0, 60.0]"
