specie,variable,variation,converge,iterations,gradient,init_value,final_value,init_point,final_point
F + H2O,random,-1,False,5,0,11.972938250485592,115.302739153,"[1.0291262245613688, 1.1106898622496284, 20, 96.29783941367073, 300, 300]","[0.9597609271995057, 0.9615899639465341, 24.182660310272936, 104.13292303769256, 300.08915098307835, nan]"
F + H2O,random,-1,True,10,0,3.3529472147138524,-0.002069985585153024,"[0.9862254940597655, 0.8998224520268723, 20, 100.04846462563155, 300, 300]","[0.9609, 0.9609, 20.0, 104.147, 300.0, 300.0]"
F + H2O,random,-1,True,12,0,14.80796621161017,-0.0020699847115495974,"[0.9984284852568015, 0.8335622746666062, 20, 99.45782110814676, 300, 300]","[0.9609, 0.9609, 20.0, 104.147, 300.0, 300.0]"
F + H2O,random,-1,False,1,0,115.302739153,115.302739153,"[0.6859585697318551, 1.230130472192029, 20, 98.69887758829344, 300, 300]","[0.6859585697318551, nan, nan, nan, nan, nan]"
F + H2O,random,-1,True,12,0,103.81484459355414,-0.0020699856365198744,"[0.9046311645455467, 0.6761864834681284, 20, 112.36599392867765, 300, 300]","[0.9609, 0.9609, 20.0, 104.147, 300.0, 290.0]"
F + H2O,random,-1,False,2,0,109.21322203851916,115.302739153,"[0.6792832867122971, 1.0985601851291338, 20, 108.7110536465531, 300, 300]","[0.9601564838655849, -0.6516344914770211, 20.487662337662343, 100.5532524272317, 300.19428571428574, 299.24999999999983]"
F + H2O,random,-1,False,2,0,43.4612854486359,115.302739153,"[1.2103936610377477, 1.2159845598723773, 20, 95.96672907822571, 300, 300]","[-0.9749534279544047, 4.838731755798497, 20.91477272727274, 95.92782616829561, 300.0037606837607, 300.14705882352945]"
F + H2O,random,-1,True,12,0,21.450594863369062,-0.0020699844967322165,"[0.9129455786335476, 0.8184818162098285, 20, 95.20785672696674, 300, 300]","[0.9609, 0.9609, 20.0, 104.147, 290.0, 300.0]"
F + H2O,random,-1,False,10,0,3.3939039242138853,115.302739153,"[0.8917848412775289, 0.9651140139002401, 20, 106.30132763492806, 300, 300]","[0.9609539684287334, 0.9609577494652499, 23.856215534261477, 104.14730420150997, 301.2876141778652, nan]"
F + H2O,random,-1,False,4,0,8.53522322181301,115.302739153,"[0.9178712912383247, 1.0692050614366848, 20, 113.45438054065599, 300, 300]","[0.9613400452566271, 0.9584494741982387, 25.053905686568683, 104.0761507697482, 300.2100324675325, nan]"
F + H2O,random,-1,False,1,0,22.776799032770445,115.302739153,"[0.8978715184613903, 1.19243385893794, 20, 103.09331632015781, 300, 300]","[0.9713942174222623, -0.34599947458039515, 20.802857142857153, 100.1844795153291, 300.0576923076923, 299.96206896551723]"
F + H2O,random,-1,True,12,0,112.94551010237785,-0.002069989131708478,"[0.6888803754564592, 0.8062015249146706, 20, 98.89522863083943, 300, 300]","[0.9609, 0.9609, 20.0, 104.147, 290.0, 300.0]"
F + H2O,random,-1,True,12,0,75.63382574534847,-0.002070086730777827,"[1.093041673562814, 0.7175796237920772, 20, 111.29653183619335, 300, 300]","[0.9609, 0.9609, 10.0, 104.147, 290.0, 300.0]"
F + H2O,random,-1,False,1,0,30.98800969789772,115.302739153,"[0.9847728539113054, 1.2555559544991237, 20, 112.20738067570905, 300, 300]","[0.9508802682630598, 30.300795951885387, 20.7404761904762, 96.40309242915976, 300.03389830508473, 300.65000000000015]"
F + H2O,random,-1,False,4,0,54.060224628759286,115.302739153,"[1.1004751649355402, 0.7524679618875801, 20, 98.77948152376244, 300, 300]","[0.9581502131608918, 0.9632769861922964, 23.519445496248405, 104.23113337987319, 299.64651138891855, nan]"
F + H2O,random,-1,False,14,0,36.81881144461849,115.302739153,"[0.770416933132275, 1.0057977694917217, 20, 112.43699293260885, 300, 300]","[0.9609598250333495, 0.9609603116407714, 12.410776841029168, 104.14767848119472, 545.1936379916434, inf]"
F + H2O,random,-1,False,1,0,22.18836469774251,115.302739153,"[0.8798328042736375, 1.1676251703736098, 20, 94.6897444052343, 300, 300]","[0.9705528352566417, 0.2726754425576836, 18.60588235294116, 100.80998138747664, 300.7333333333335, 299.97419354838706]"
F + H2O,random,-1,True,13,0,30.675861136965814,-0.002069990119761241,"[0.7972238604607838, 1.055679779876797, 20, 94.52100979279044, 300, 300]","[0.9609, 0.9609, 20.0, 104.147, 290.0, 300.0]"
F + H2O,random,-1,False,1,0,40.1405887802296,115.302739153,"[1.1608625956081595, 1.226710613370395, 20, 106.68333204029658, 300, 300]","[0.25688828269200625, -2.8667410225591263, 20.55806451612904, 95.62479216908986, 300.15000000000003, 299.9809523809524]"
F + H2O,random,-1,False,1,0,115.302739153,115.302739153,"[0.7467850067004863, 0.6624133401450201, 20, 94.46552538269668, 300, 300]","[nan, 0.6624133401450201, nan, nan, nan, nan]"
F + H2O,random,-1,False,12,0,8.154299669432145,115.302739153,"[1.027880800502249, 1.055249155063263, 20, 111.90556740060974, 300, 300]","[0.9609615040035051, 0.9609596606704668, inf, 104.14775440917556, 300.34978177181614, nan]"
F + H2O,random,-1,False,1,0,21.586288548093744,115.302739153,"[1.0594708480134227, 1.1598531149104048, 20, 110.45059364759135, 300, 300]","[0.8475273702658999, 0.24166982586896546, 19.027586206896537, 97.49354309397178, 300.0701754385965, 300.0493150684932]"
F + H2O,random,-1,False,1,0,115.302739153,115.302739153,"[0.7151148865388703, 0.7292164964242902, 20, 113.47266862510233, 300, 300]","[0.7151148865388703, 0.7292164964242902, nan, nan, nan, nan]"
F + H2O,random,-1,False,1,0,115.302739153,115.302739153,"[0.7759065067936921, 0.6626939350621501, 20, 107.04861508196879, 300, 300]","[nan, 0.6626939350621501, nan, nan, nan, nan]"
F + H2O,random,-1,False,6,0,39.334091839446955,115.302739153,"[0.8113164293424284, 0.8140939748164439, 20, 99.68800662344137, 300, 300]","[0.9610470646802967, 0.9610361141014611, nan, 104.15549941802588, nan, nan]"
F + H2O,random,-1,True,12,0,56.21557990697253,-0.0020699898676787847,"[0.7468056028778005, 0.8494003580192689, 20, 110.48364071899246, 300, 300]","[0.9609, 0.9609, 20.0, 104.147, 300.0, 300.0]"
F + H2O,random,-1,False,12,0,28.31705097552174,115.302739153,"[1.0341370238941523, 0.7942330480822134, 20, 108.33380902219335, 300, 300]","[0.9609604052433548, 0.9609605654998872, 23.24222319233313, 104.14774531616965, 300.8394009744228, nan]"
F + H2O,random,-1,False,1,0,22.05166005156678,115.302739153,"[0.9302845398441792, 1.2046518478373929, 20, 96.63386707765656, 300, 300]","[0.9745769212727916, -0.5472832846641782, 20.400000000000006, 99.47168116230151, 300.06458333333336, 300.0551724137931]"
F + H2O,random,-1,False,11,0,8.426044705775842,115.302739153,"[0.969187027292028, 1.0861239254013246, 20, 110.94251045483294, 300, 300]","[0.9609566173850196, 0.9609665542796462, 27.664688219988232, 104.14784969294097, 300.2649093171644, nan]"
F + H2O,random,-1,True,11,0,18.199896653508613,-0.002069997461160336,"[0.8203691524470168, 0.912391668329188, 20, 105.12026897172865, 300, 300]","[0.9609, 0.9609, 20.0, 104.147, 300.0, 300.0]"
F + H2O,random,-1,False,1,0,70.16287749199383,115.302739153,"[0.7584114376779341, 1.2529221291432202, 20, 100.30938625222709, 300, 300]","[0.9120393674593464, -15.680376530610877, 20.58000000000001, 100.80733367741028, 300.30000000000007, 300.0]"
F + H2O,random,-1,False,1,0,27.645713345584028,115.302739153,"[0.893477111016487, 1.2257562789996683, 20, 97.5009789503059, 300, 300]","[0.9725405342270091, -1.783938055367222, 23.457142857142905, 99.56433585821938, 300.0771186440678, 300.0404255319149]"
F + H2O,random,-1,False,2,0,6.362251382522475,115.302739153,"[1.0495000000777703, 0.9918043483774011, 20, 113.75642338376213, 300, 300]","[0.9607108596521204, 0.9691920052460468, inf, 106.56039211624825, 302.13888888888937, 299.8589999999999]"
F + H2O,random,-1,False,1,0,30.73635585846526,115.302739153,"[1.25860273073003, 1.0338246508219813, 20, 96.33132330901678, 300, 300]","[-28.221107127561954, 0.9088903499600708, 20.921428571428585, 97.10573512253553, 300.0, 300.1352941176471]"
F + H2O,random,-1,True,13,0,18.453858828833482,-0.002069988522101135,"[0.8324193752696734, 1.0435926693174644, 20, 114.06772840401138, 300, 300]","[0.9609, 0.9609, 20.0, 104.147, 290.0, 290.0]"
F + H2O,random,-1,False,7,0,47.229149343380634,115.302739153,"[1.0213378361443843, 0.7509204548291503, 20, 107.72595063753852, 300, 300]","[0.9607903982635396, 0.9607879288976174, nan, 104.13150894480795, nan, nan]"
F + H2O,random,-1,True,13,0,80.85220214005508,-0.002073662664422635,"[0.7041137001983531, 1.0370813087330881, 20, 101.60382553362285, 300, 300]","[0.9609, 0.9609, -10.0, 104.147, 350.0, 390.0]"
F + H2O,random,-1,True,12,0,11.616939531019483,-0.002069984269680326,"[0.8530979473457532, 0.903075351805406, 20, 102.26619650941744, 300, 300]","[0.9609, 0.9609, 20.0, 104.147, 300.0, 300.0]"
F + H2O,random,-1,False,1,0,20.619145635545426,115.302739153,"[1.0915954384640094, 1.1441199066888958, 20, 98.84938023356776, 300, 300]","[0.7716558898064765, 0.4809019234670344, 20.597777777777786, 98.27080939303978, 300.21111111111117, 300.0422222222222]"
F + H2O,random,-1,True,12,0,19.865024236385633,-0.0020699829995391504,"[1.101107620039181, 0.8443849822840864, 20, 104.1667654188148, 300, 300]","[0.9609, 0.9609, 20.0, 104.147, 300.0, 300.0]"
F + H2O,random,-1,True,12,0,61.287172520593764,-0.0020699944258411648,"[0.7414203215156132, 0.8410075499684608, 20, 108.05690314703763, 300, 300]","[0.9609, 0.9609, 20.0, 104.147, 300.0, 300.0]"
F + H2O,random,-1,True,12,0,27.978054054333235,-0.002070560809614997,"[0.964468400504756, 0.7887397459174036, 20, 100.88347363502615, 300, 300]","[0.9609, 0.9609, 10.0, 104.147, 170.0, 350.0]"
F + H2O,random,-1,False,1,0,36.26880573669696,115.302739153,"[1.2301857916366767, 1.1363722001562853, 20, 96.25284786664449, 300, 300]","[-2.6035272090202595, 0.5388928407944771, 13.49999999999991, 96.25666014062293, 300.05333333333334, 300.0157894736842]"
F + H2O,random,-1,False,1,0,24.801895381056195,115.302739153,"[1.1774878318445388, 1.0874729476491056, 20, 103.87027380763213, 300, 300]","[0.013437747923193077, 0.7770621976801433, 20.722222222222232, 97.55739269547193, 300.06666666666666, 300.0466666666667]"
F + H2O,random,-1,False,1,0,22.059874449600386,115.302739153,"[1.0499186668548064, 1.1851616248320764, 20, 98.50701443442031, 300, 300]","[0.8804238714496044, -0.06929990634509742, 20.27627118644068, 98.18870517467585, 300.0125, 299.9]"
F + H2O,random,-1,False,1,0,94.29478959954703,115.302739153,"[1.188614544497075, 0.7093828940203876, 20, 95.31693314130186, 300, 300]","[-0.08399612435429438, 0.877903078985227, 20.43333333333334, 102.66532322662275, 299.9, 300.17142857142863]"
F + H2O,random,-1,False,1,0,15.067219458921448,115.302739153,"[0.9908148793519602, 1.1413336486391803, 20, 110.40107021289198, 300, 300]","[0.944247613309465, 0.43764561627152865, 20.406716417910452, 98.94545391270309, 299.9782945736434, 300.1460317460318]"
F + H2O,random,-1,False,1,0,27.37045022768138,115.302739153,"[0.9022709776697051, 1.2305722039190745, 20, 98.19236874629821, 300, 300]","[0.9735596820007741, -2.35204675716789, 20.53000000000001, 99.36010029525251, 300.14736842105265, 300.02]"
F + H2O,random,-1,False,2,0,53.91479725919516,115.302739153,"[1.2212435318137718, 0.785214644552418, 20, 94.28826185170378, 300, 300]","[-0.7122037270689616, 0.9836596946355792, 27.323333333333437, 82.56086678957584, nan, nan]"
F + H2O,random,-1,False,1,0,26.06209987277603,115.302739153,"[1.1730359235059538, 1.110397420581976, 20, 96.08750819100463, 300, 300]","[0.16326728675335334, 0.700261785363665, 26.42500000000009, 97.50606805046083, 300.0472222222222, 300.0]"
F + H2O,random,-1,False,4,0,2.322865119023647,115.302739153,"[0.9584704593139662, 0.9195498251052411, 20, 96.52166675717257, 300, 300]","[0.9603047439733096, 0.959792519317753, nan, 104.06320767907873, nan, nan]"
F + H2O,random,-1,False,9,0,11.484675626974182,115.302739153,"[0.8540259439917806, 0.9006364600584389, 20, 103.28305572315328, 300, 300]","[0.9609663561987064, 0.9609747867473315, 24.632894274642318, 104.14870576441668, 298.1319843827158, nan]"
F + H2O,random,-1,True,9,0,69.92694804829317,-0.002069878917374166,"[0.719276659724537, 0.8749729073347927, 20, 108.02865004435702, 300, 300]","[0.9609, 0.9609, 20.0, 104.147, 300.0, 290.0]"
F + H2O,random,-1,True,12,0,16.314699549382954,-0.002069988267533544,"[0.846986556477166, 1.0715459132294005, 20, 102.95678251969936, 300, 300]","[0.9609, 0.9609, 20.0, 104.147, 300.0, 300.0]"
F + H2O,random,-1,False,1,0,72.95563928484053,115.302739153,"[1.2449192390579102, 0.7513354554869307, 20, 103.25728621232389, 300, 300]","[-9.002206115949644, 0.9070195429887378, 20.633333333333344, 101.05769167970865, 299.39999999999986, 299.88]"
F + H2O,random,-1,False,3,0,47.62011655771973,115.302739153,"[0.844288632056066, 0.7650907085583482, 20, 111.34782252677016, 300, 300]","[0.961413927423981, 0.9583012012368034, 27.344780847485175, 104.0945892420689, nan, nan]"
F + H2O,random,-1,False,1,0,33.995294402675405,115.302739153,"[1.1532181784635032, 1.1929169669792534, 20, 103.5303919405961, 300, 300]","[0.3625327545278807, -0.37145595966333844, 21.269230769230788, 96.3814321835158, 300.2333333333334, 300.10769230769233]"
F + H2O,random,-1,False,1,0,115.302739153,115.302739153,"[0.7234818180501831, 0.7377729885407882, 20, 95.91600921047745, 300, 300]","[0.7234818180501831, 0.7377729885407882, nan, nan, nan, nan]"
F + H2O,random,-1,False,1,0,50.176991170240804,115.302739153,"[1.2409540414795008, 1.234775550621481, 20, 99.3918995968213, 300, 300]","[-6.260469052697037, -4.070518254437057, 20.556521739130442, 94.74673412394704, 300.0846153846154, 300.0785714285714]"
F + H2O,random,-1,True,12,0,4.14468399978961,-0.002069986309221651,"[0.9681467194723002, 0.888878142317223, 20, 100.40138342611279, 300, 300]","[0.9609, 0.9609, 20.0, 104.147, 300.0, 300.0]"
F + H2O,random,-1,False,1,0,115.302739153,115.302739153,"[1.1275026082252855, 0.6647359344293297, 20, 109.41157266818087, 300, 300]","[nan, 0.6647359344293297, nan, nan, nan, nan]"
F + H2O,random,-1,False,1,0,39.181439369537216,115.302739153,"[1.1846551308346638, 1.207978196521606, 20, 97.75026814618772, 300, 300]","[-0.1078142778729716, -0.8826944422478651, 20.768421052631588, 95.91868253660607, 300.2750000000001, 299.875]"
F + H2O,random,-1,False,1,0,28.563707631768995,115.302739153,"[0.9432616118912127, 1.2571710196859545, 20, 98.11141882097081, 300, 300]","[0.9726179917676787, -20.173554955197172, 20.37397260273973, 98.28028460289711, 300.0823529411765, 300.096]"
F + H2O,random,-1,False,1,0,17.508870400269085,115.302739153,"[1.0957547648042112, 1.1127633654780782, 20, 97.5836393710396, 300, 300]","[0.7599072774761382, 0.6882967023413247, 29.500000000000135, 98.72364495458504, 299.16666666666646, 300.0566265060241]"
F + H2O,random,-1,False,1,0,30.268193337567034,115.302739153,"[1.2591158414216712, 1.0088258053830808, 20, 105.07685535249851, 300, 300]","[46.57379768038429, 0.9339758478535085, 17.98571428571426, 97.07381538591083, 299.94444444444446, 300.15833333333336]"
F + H2O,random,-1,False,1,0,23.563137356169975,115.302739153,"[1.1854621534654706, 0.8849170101665025, 20, 105.58694075967517, 300, 300]","[-0.21942685388312744, 0.9686172713244113, 20.522448979591843, 100.38325997230095, 300.15600000000006, 300.12]"
F + H2O,random,-1,False,1,0,53.58862811827252,115.302739153,"[1.1327875477839382, 0.7620931187927225, 20, 94.28807044004861, 300, 300]","[0.5891386139918466, 0.9152709412532232, 20.45789473684211, 103.14543094244544, 300.0612244897959, 300.0421052631579]"
F + H2O,random,-1,True,12,0,5.885253341207842,-0.0020699826714962247,"[0.8750664424798452, 0.9333501256576343, 20, 104.60477233595525, 300, 300]","[0.9609, 0.9609, 20.0, 104.147, 300.0, 300.0]"
F + H2O,random,-1,True,11,0,25.394274736916408,-0.0020700592574836494,"[0.7968014790942481, 0.9225883576524332, 20, 114.07514472844386, 300, 300]","[0.9609, 0.9609, 10.0, 104.147, 290.0, 300.0]"
F + H2O,random,-1,False,1,0,35.47927403300422,115.302739153,"[0.8029491541081571, 1.136917642786066, 20, 101.70779284852188, 300, 300]","[0.938193478783629, 0.5042774768347457, 15.766666666666607, 102.97201819677403, 300.1, 300.02702702702703]"
F + H2O,random,-1,False,9,0,10.22164439880801,115.302739153,"[1.0165981167541402, 1.1024698044049983, 20, 101.42166431696914, 300, 300]","[0.9609249890724808, 0.96098863138227, 25.269965373214998, 104.14739997461123, 301.9685856777292, nan]"
F + H2O,random,-1,False,1,0,39.02250118680871,115.302739153,"[0.8362582341492162, 1.2377244281192128, 20, 99.99149523151775, 300, 300]","[0.9548033143472179, -3.940923626149, 20.56500000000001, 100.111925299475, 300.0558823529412, 300.1]"
F + H2O,random,-1,True,9,0,90.33043448647761,-0.0020699666907288096,"[0.6890213502428744, 0.9454068624170769, 20, 104.70669436975122, 300, 300]","[0.9609, 0.9609, 20.0, 104.147, 300.0, 300.0]"
F + H2O,random,-1,False,1,0,115.302739153,115.302739153,"[1.2186545974856855, 0.6691297152252602, 20, 113.83449669453344, 300, 300]","[nan, 0.6691297152252602, nan, nan, nan, nan]"
F + H2O,random,-1,False,1,0,34.1014208289058,115.302739153,"[1.1630921762908797, 1.1835741199280947, 20, 104.09255827799609, 300, 300]","[0.23847584638321462, -0.12835079583394027, 21.481818181818202, 96.34829615626197, 299.95, 300.05625000000003]"
F + H2O,random,-1,True,11,0,37.1488228808245,-0.002070003059896143,"[0.7766994251420071, 0.8754277690505392, 20, 112.9254038837827, 300, 300]","[0.9609, 0.9609, 20.0, 104.147, 290.0, 300.0]"
F + H2O,random,-1,True,11,0,102.66285834660525,-0.002069984062132306,"[0.9486669783740379, 0.6768668464437633, 20, 102.07136563368532, 300, 300]","[0.9609, 0.9609, 20.0, 104.147, 300.0, 290.0]"
F + H2O,random,-1,False,1,0,54.534355588114686,115.302739153,"[1.1113962028285602, 0.7531277015891702, 20, 107.67842908517558, 300, 300]","[0.632761887179909, 0.9072907677594071, 19.405882352941166, 104.31273936369445, 300.2333333333334, 300.06140350877195]"
R-vdW (F--H2O),random,-1,False,1,0,115.302739153,115.302739153,"[1.155912050726156, 0.6778731163168001, 2.292171963302114, 110.96000389484877, 76.98495370485762, -92.45113091364827]","[nan, 0.6778731163168001, nan, nan, nan, nan]"
R-vdW (F--H2O),random,-1,False,50,0,33.96081535152683,-2.956991652584882,"[0.7677240706950634, 0.9789599855856972, 2.375088971874764, 111.45763357079761, 63.73891180212635, -93.26400318832076]","[0.9626867439692072, 0.9621069634997309, 2.180271359718029, 104.17139011324284, 65.73678787859362, -87.4293066197598]"
R-vdW (F--H2O),random,-1,False,50,0,30.707480639451624,-2.9570055298369633,"[0.9847458726841543, 0.7765878888808256, 2.234776901225499, 100.29622469194703, 72.72886190091675, -88.10636198729941]","[0.9626867486392096, 0.9621069593248845, 2.1802712159168776, 104.17139198916308, 65.73690105186633, -87.42924691582077]"
R-vdW (F--H2O),random,-1,False,50,0,4.829591095836792,-2.9570027816301825,"[1.026681094577388, 1.080812812413071, 2.352988526797958, 98.51255016443326, 60.80507413322623, -92.65015719742912]","[0.9626867364693081, 0.9621069539076123, 2.180272003165627, 104.17139218261221, 65.73684108336282, -87.42933332216776]"
R-vdW (F--H2O),random,-1,False,50,0,59.080797659711536,-2.9569904242848564,"[0.7801740938207015, 0.7871038965638546, 2.099416419341235, 103.00967307416023, 66.51290085044158, -85.76919696391772]","[0.9626867521173685, 0.9621069689222715, 2.180271182367242, 104.1713935967938, 65.73678762347174, -87.42933693009235]"
R-vdW (F--H2O),random,-1,False,1,0,40.160000531971036,115.302739153,"[1.1902068233625789, 1.2438708810836623, 2.4081479728255646, 100.30883218011878, 61.076386372146295, -79.47271968606782]","[-0.22090893931851907, -5.669496117474816, 2.307004786233175, 95.77101155831208, 59.86752782659366, -62.97849591020316]"
R-vdW (F--H2O),random,-1,False,1,0,21.909920250826147,115.302739153,"[1.153398695609205, 1.1095158332051043, 2.342473161900309, 110.68523196535884, 72.56866851219242, -97.52016441188177]","[0.3377415642836883, 0.6805852302472066, 1.2368826353275444, 97.10224461480621, 19.82212654749855, -89.37865796279337]"
R-vdW (F--H2O),random,-1,False,50,0,77.7736770364099,-2.9569895277236697,"[0.7025602412746126, 0.9744040678778145, 2.264986701129787, 107.17154806657183, 57.23211274804249, -83.02360460891269]","[0.9626867607127395, 0.9621069777682386, 2.180270355848971, 104.17138874690976, 65.73682226962683, -87.42926734122659]"
R-vdW (F--H2O),random,-1,False,1,0,43.67312617744265,115.302739153,"[1.219859818137158, 1.2423094336922318, 2.4718328554132456, 96.3928570654785, 62.20051362294125, -84.92892395178916]","[-1.712757304661804, -5.204431221416513, 2.1526965987425646, 95.71737674348044, 56.27822368800809, -89.08344468761501]"
R-vdW (F--H2O),random,-1,False,2,0,105.24033764077399,115.302739153,"[1.1408310382378364, 0.6862332081720874, 2.5324287112942954, 104.82782452208781, 74.54041440376595, -79.26275442188222]","[-6.502020120181609, 0.9629685289566541, 5.751439273878583, 99.6230557778703, 190.22430830245256, -115.0728642113364]"
R-vdW (F--H2O),random,-1,False,50,0,9.590212441201684,-3.301736351728618,"[0.854303612589729, 1.0244786344223908, 2.298039058208873, 95.45538839454547, 73.76083617608745, -82.8069989474674]","[0.9662830469061585, 0.9668777877584978, 2.3062481458446804, 104.55076442275134, 70.05045743033313, -86.56938300046825]"
R-vdW (F--H2O),random,-1,False,1,0,13.530884467343297,115.302739153,"[0.9280992904143435, 1.1681363110540426, 2.4227135827752666, 100.47911190762332, 61.13648754080295, -97.46234424332677]","[0.9757737853100744, 0.273772939058481, 2.3869453241335576, 100.88988915259102, 60.349390540226764, -86.44351438068318]"
R-vdW (F--H2O),random,-1,False,1,0,99.52489434679313,115.302739153,"[0.7100487892691391, 1.2452952368879306, 2.412168796601416, 110.47839579263345, 67.37512881276535, -80.49105559429083]","[0.8770592524681544, -6.681902385800774, 1.9393577877885928, 100.15842474048705, 48.05087615941393, -90.82280212875091]"
R-vdW (F--H2O),random,-1,False,2,0,17.555677452142294,115.302739153,"[1.2037808490257884, 0.9726343694686386, 2.3872628521817916, 105.65517281716946, 60.84617825416524, -94.36242546132925]","[-0.6007187254143028, 0.9906246698880806, 2.493988775599835, 76.63185250102413, 66.95352206701209, -93.10112819294628]"
